data,precision,recall,f1-score,support,specificity
LLE,0.6049435840724406,0.9575757575757576,0.6998885753410857,31.0,0.0
TD,0.8,0.2,0.0,19.2,0.0
accuracy,0.5625193416481983,0.5625193416481983,0.5625193416481983,0.5625193416481983,0.0
macro avg,0.7024717920362203,0.5787878787878789,0.34994428767054286,50.2,0.0
weighted avg,0.8209485486116366,0.5625193416481983,0.4625409656851516,50.2,0.0
