data,precision,recall,f1-score,support,specificity
LLE,0.654047619047619,0.8099999999999999,0.6581216708718811,14.8,0.1
TD,0.6,0.3,0.3333333333333333,9.0,0.1
accuracy,0.5125396825396825,0.5125396825396825,0.5125396825396825,0.5125396825396825,0.1
macro avg,0.6270238095238095,0.5549999999999999,0.49572750210260724,23.8,0.1
weighted avg,0.7708458049886622,0.5125396825396825,0.5325880536309467,23.8,0.1
