data,precision,recall,f1-score,support,specificity
LLE,0.6362779973649538,0.6942857142857143,0.5995588183536534,14.8,
TD,0.4,0.3416666666666667,0.15636363636363637,9.0,
accuracy,0.46603174603174596,0.46603174603174596,0.46603174603174596,0.46603174603174596,
macro avg,0.5181389986824769,0.5179761904761905,0.37796122735864485,23.8,
weighted avg,0.672353786310308,0.46603174603174596,0.4576655259295145,23.8,
