data,precision,recall,f1-score,support,specificity
LLE,0.6485714285714285,0.8047619047619048,0.6495392953929539,14.8,0.06666666666666667
TD,0.6333333333333333,0.26666666666666666,0.04444444444444444,9.0,0.06666666666666667
accuracy,0.4982010582010582,0.4982010582010582,0.4982010582010582,0.4982010582010582,0.06666666666666667
macro avg,0.6409523809523809,0.5357142857142858,0.3469918699186991,23.8,0.06666666666666667
weighted avg,0.78524111866969,0.4982010582010582,0.44809738891039697,23.8,0.06666666666666667
