data,precision,recall,f1-score,support,specificity
LLE,0.6074447984126271,0.7964102564102564,0.6306051596643931,16.6,0.3188388082505729
TD,0.625,0.518838808250573,0.3897683087502812,16.8,0.3188388082505729
accuracy,0.5645362826828344,0.5645362826828344,0.5645362826828344,0.5645362826828344,0.3188388082505729
macro avg,0.6162223992063136,0.6576245323304146,0.5101867342073372,33.4,0.3188388082505729
weighted avg,0.7704649745867643,0.5645362826828344,0.5828037579393174,33.4,0.3188388082505729
