data,precision,recall,f1-score,support,specificity
LLE,0.6049435840724406,0.8363636363636363,0.5851558504388693,31.0,0.0
TD,0.8,0.2,0.0,19.2,0.0
accuracy,0.44130722043607706,0.44130722043607706,0.44130722043607706,0.44130722043607706,0.0
macro avg,0.7024717920362203,0.5181818181818182,0.2925779252194346,50.2,0.0
weighted avg,0.8209485486116366,0.44130722043607706,0.34780824078293515,50.2,0.0
